,embedding,name,label,sub_label,parts,sample_id,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,visibleFieldsQty,finalFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,visibleMethodsQty,type,from_project,RM_LOC,RM_LCOM5,RM_NADC,RM_ATFD,RM_WMC
1734,"[-10.60222061   7.35089519  -8.46719939 ... -45.27526503  -3.89892122
 -13.4753904 ]",8896304,not_blob,not_blob,train,8896304,8,16.0,2,17,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,85.0,0,1,9,0,0,0,4,5,0,1,3,0,0,0,41,10,0,,,,,,,,
1735,"[  0.23282327   0.39403699  18.68792596 ... -11.71304403  -5.32801965
  -6.31856186]",8902780,not_blob,not_blob,train,8902780,7,50.0,1,0,1225.0,0.0,0.0,50,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0.0,0,0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0,,,,,,,,
1736,"[-51.70870606  -2.89448084  10.25868366 ... -52.080625     8.28405278
  10.452783  ]",8904606,not_blob,not_blob,train,8904606,17,39.0,2,22,4.0,0.4,0.4,9,0,4,3,2,0,6,0,0,0,17,1,0,1,0,16.0,1,0,158.0,9,3,14,0,15,1,21,50,17,32,2,0,0,0,159,1,1,,,,,,,,
1737,"[-6.10851863 -4.52577236  5.57336915 ... -9.18018318 -2.10905394
  9.19218488]",8907445,not_blob,not_blob,train,8907445,2,5.0,2,1,1.0,0.0,0.0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0.0,0,0,19.0,5,0,3,0,0,3,3,0,2,0,2,0,0,0,22,1,0,,,,,,,,
1738,"[-27.81281076  -3.13423506  -5.08809438 ... -56.41826683   1.51322512
  -3.81569658]",8911068,not_blob,not_blob,train,8911068,6,18.0,2,29,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,99.0,0,5,7,0,0,0,5,10,0,7,5,0,0,0,38,10,0,,,,,,,,
1739,"[-10.86991426 -11.2291584   17.36936466 ... -20.9986064   -1.27486065
  17.46401815]",8912820,not_blob,not_blob,train,8912820,6,20.0,1,22,4.0,0.44444445,0.7777778000000001,9,0,9,0,0,0,9,0,0,0,3,0,0,0,0,3.0,0,0,82.0,5,3,3,0,0,15,4,11,5,8,4,0,1,0,34,1,0,,,,,,,,
1740,"[-1.24283046 -0.3619306   1.34983279 ... -2.53104356  0.90928969
  1.48823395]",8912937,not_blob,not_blob,test,8912937,2,1.0,2,1,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0,,,,,,,,
1741,"[-1.22957891 -1.95779011  4.73251057 ... -3.72553077 -1.15350081
  4.69434711]",8913163,not_blob,not_blob,test,8913163,4,4.0,2,1,6.0,0.0,0.0,4,1,3,0,1,0,4,0,0,0,1,1,0,1,0,0.0,1,1,15.0,2,0,0,0,0,1,1,1,0,1,0,0,0,0,18,1025,0,,,,,,,,
1742,"[ 0.92805433 -0.20385826  0.65720582 ... -1.89309751 -0.46454202
 -0.60705358]",8917316,not_blob,not_blob,train,8917316,2,1.0,1,0,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,,,,,,,,
1743,"[-12.60582925  -5.27833243  11.5872609  ... -22.59301692  -9.86093298
  17.81440815]",8923216,not_blob,not_blob,train,8923216,6,2.0,1,13,1.0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,1,25.0,2,0,0,0,0,1,0,5,0,5,0,1,0,0,23,1,0,,,,,,,,
1744,"[-2.97421783 -1.36146338  2.83028108 ... -3.28726059 -0.55659053
  3.33820444]",8934270,not_blob,not_blob,train,8934270,5,4.0,1,0,6.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0.0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,,,,,,,,
1745,"[ -7.9023891   -5.51745573  11.1718714  ... -15.66833632  -2.18425851
  17.80127251]",8944650,not_blob,not_blob,train,8944650,9,8.0,1,12,0.0,0.6,0.6,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0.0,1,0,23.0,3,1,0,0,0,0,1,1,0,1,1,0,0,0,24,1,0,,,,,,,,
1746,"[-16.686037   -7.4299765  12.217584  ... -28.680567   -2.2079265
  13.324534 ]",8945301,not_blob,not_blob,train,8945301,6,15.0,1,25,0.0,1.0,1.0,4,0,3,0,0,1,4,0,0,0,5,0,0,5,0,0.0,4,7,73.0,2,1,4,1,0,9,5,15,4,10,3,0,0,0,68,1,3,,,,,,,,
1747,"[-7.19953596 -2.15150121  8.24811466 ... -9.27867311 -0.34174733
 10.37919928]",8952196,not_blob,not_blob,test,8952196,6,5.0,2,7,6.0,0.0,0.0,4,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0.0,0,0,20.0,3,0,0,0,0,1,0,1,0,1,1,0,0,0,32,0,1,,,,,,,,
1748,"[-10.7290048  -13.30217933  17.01410559 ... -23.75097173  -2.16044743
  21.91079608]",8952223,not_blob,not_blob,test,8952223,4,13.0,1,2,0.0,0.8095238,1.0,7,0,7,0,0,0,7,0,0,0,3,1,0,3,0,0.0,1,0,33.0,7,0,7,0,5,1,3,4,2,4,1,0,0,0,59,9,0,,,,,,,,
1749,"[-11.949822   -7.260272   10.8183365 ... -11.329725    3.0332856
  11.63702  ]",8954112,not_blob,not_blob,train,8954112,8,9.0,1,13,0.0,0.6666667,0.6666667,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0.0,0,0,34.0,1,2,0,0,0,1,2,9,1,6,1,0,0,0,25,1,0,,,,,,,,
1750,"[-3.30905706 -1.56111793  5.53288609 ... -6.5501831  -0.92897679
  4.30617991]",8956394,not_blob,not_blob,train,8956394,4,4.0,1,8,1.0,-1.0,-1.0,2,1,0,2,0,0,0,0,0,0,1,1,0,1,0,0.0,1,1,14.0,1,0,1,0,1,3,2,2,3,2,1,0,0,0,30,26,1,,,,,,,,
1751,"[-5.5051837  -2.29764538  7.35589167 ... -7.05871826 -0.70662618
  9.75911386]",8958780,not_blob,not_blob,test,8958780,3,5.0,1,1,0.0,0.6,0.6,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0.0,0,0,17.0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,10,1,0,,,,,,,,
1752,"[-0.32214256 -0.83478036  1.08201256 ... -2.56173658 -0.73378588
 -0.55015641]",8962839,not_blob,not_blob,test,8962839,2,1.0,1,0,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,,,,,,,,
1753,"[ 0.17197993 -2.9081404   6.141744   ... -5.9153748   1.3240659
  6.68772   ]",8963673,not_blob,not_blob,train,8963673,3,5.0,1,2,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,17.0,3,0,0,0,0,0,0,1,0,1,1,0,1,0,38,1,0,,,,,,,,
1754,"[ 0.42153952 -0.21642139  0.64496599 ... -2.31748021 -0.6655207
 -0.77033418]",8965373,not_blob,not_blob,train,8965373,2,1.0,1,0,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,,,,,,,,
1755,"[-35.71912666  -4.07582725  -1.94428609 ... -35.09507589 -12.99883213
  20.39265673]",8966683,not_blob,not_blob,train,8966683,11,24.0,2,11,9.0,0.2857143,0.2857143,7,0,4,0,0,3,7,1,0,0,3,1,0,2,1,0.0,2,0,99.0,4,5,7,0,1,0,15,29,0,18,4,0,0,0,47,1025,0,,,,,,,,
1756,"[-18.15198613  -3.17550135  -4.04097831 ... -31.50084561   0.29350606
  -3.37243148]",8968857,not_blob,not_blob,train,8968857,6,9.0,2,20,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,55.0,0,3,3,0,0,0,2,5,0,4,5,0,0,0,36,10,0,,,,,,,,
1757,[-1.5191699 -1.9230903  1.9455398 ... -2.710225  -0.692884   3.612409 ],8968865,not_blob,not_blob,train,8968865,1,3.0,1,0,0.0,1.0,1.0,3,0,1,0,0,2,3,0,0,0,3,0,0,0,0,3.0,0,0,19.0,1,0,0,0,0,1,0,8,0,3,0,0,1,0,23,1,0,,,,,,,,
1758,"[ -4.39693112  -3.18311804  10.0939865  ... -10.82530005  -3.26190326
  10.46278282]",8970191,not_blob,not_blob,train,8970191,7,4.0,2,3,3.0,0.0,0.0,3,2,3,0,0,0,4,0,0,0,1,1,1,0,0,0.0,1,1,22.0,2,0,0,0,0,0,0,2,0,1,0,1,0,0,91,1,0,,,,,,,,
1759,"[-11.41244492  -5.12215696  12.68584676 ... -14.40388623  -0.69286513
  19.48207778]",8970601,not_blob,not_blob,train,8970601,4,6.0,2,5,3.0,0.33333334,1.0,6,0,6,0,0,0,6,0,0,0,6,1,1,4,0,1.0,5,0,31.0,5,0,0,0,0,0,0,8,0,7,0,0,0,0,22,0,0,,,,,,,,
1760,"[-1.48720133 -1.35388757  2.21442878 ... -2.92859519 -0.28977683
  3.48586726]",8974133,not_blob,not_blob,train,8974133,3,3.0,2,2,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1.0,1,0,11.0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,13,10,0,,,,,,,,
1761,"[-4.35690609e+00 -1.10007466e+00  9.64239030e+00 ... -9.83748282e+00
  1.40821934e-03  8.52065714e+00]",8974785,not_blob,not_blob,train,8974785,5,5.0,2,8,3.0,0.0,0.0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0.0,0,0,20.0,3,0,1,0,0,0,0,4,0,3,2,0,0,0,22,1,0,,,,,,,,
1762,"[ 0.23783979 -0.11007438  3.77680057 ... -2.14710671 -0.3222201
  2.45696509]",8978233,not_blob,not_blob,train,8978233,5,3.0,2,0,3.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0.0,0,0,11.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,9,0,,,,,,,,
1763,"[-11.16936524  -3.90274596   8.83771259 ... -16.44067909  -0.60694305
  16.35833448]",8985234,not_blob,not_blob,train,8985234,5,7.0,2,5,2.0,0.4,1.0,5,0,5,0,0,0,5,0,0,0,6,1,1,5,0,0.0,6,0,35.0,3,0,0,0,0,0,0,7,0,7,2,0,0,0,25,0,0,,,,,,,,
1764,"[ -9.67819493  -3.13732821   4.20855478 ... -12.3524663   -3.3038646
   8.42259179]",8986119,not_blob,not_blob,train,8986119,3,4.0,1,5,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0.0,1,0,30.0,2,0,1,1,1,0,0,8,0,5,2,0,0,0,18,16,0,,,,,,,,
1765,"[-11.68590719  -9.53376039  10.01307733 ... -15.98477522  -1.82950777
  20.39708282]",8998802,not_blob,not_blob,train,8998802,7,9.0,1,10,16.0,0.21428572,0.21428572,8,0,8,0,0,0,8,0,0,0,1,0,0,1,0,0.0,1,0,31.0,0,0,1,0,0,9,0,2,1,2,1,0,0,0,32,17,3,,,,,,,,
1766,"[-23.04858174  -2.26536972  10.11469187 ... -39.46408168  -7.92371745
  22.62729105]",9003128,not_blob,not_blob,train,9003128,5,1.0,2,0,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,2,2,2,0,0,0.0,1,0,37.0,1,0,0,0,0,2,0,2,0,2,0,1,0,0,21,1,0,,,,,,,,
1767,"[-7.2272953  -3.0783724   5.35479142 ... -6.37530477 -1.0926498
  6.95858277]",9003172,not_blob,not_blob,train,9003172,7,4.0,1,4,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0.0,1,1,16.0,2,0,1,0,0,0,1,3,0,3,1,0,0,0,23,1,0,,,,,,,,
1768,"[-11.72962596  -3.18062716   9.42524627 ... -22.7503156   -4.82578114
   2.52852882]",9008405,not_blob,not_blob,train,9008405,8,16.0,1,13,4.0,0.16666667,0.16666667,4,0,2,0,2,0,4,0,0,0,4,2,2,0,0,2.0,4,5,84.0,2,2,2,0,3,5,8,21,12,14,4,0,1,0,93,1025,0,,,,,,,,
1769,"[-20.08473025  -2.04232986   8.95059778 ... -23.74874394 -10.83374088
  19.4848365 ]",9008469,not_blob,not_blob,train,9008469,9,9.0,3,12,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,5,2,0,2,3,0.0,2,0,82.0,2,1,5,0,1,8,3,15,1,9,5,0,1,0,65,1,0,,,,,,,,
1770,"[-3.45779824 -4.11374456  2.0206331  ... -2.22470492 -2.76365983
  4.496297  ]",9014115,not_blob,not_blob,test,9014115,1,4.0,1,0,6.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,9,0,,,,,,,,
1771,"[-20.94157172  -3.08078579  43.40280745 ... -41.98502338  -4.2717034
  34.55129663]",9017155,not_blob,not_blob,train,9017155,10,33.0,2,24,123.0,0.09090909,0.09090909,18,13,9,6,0,3,12,0,0,0,1,1,1,0,0,0.0,1,23,121.0,13,2,8,0,4,21,18,16,22,12,2,1,0,0,152,1,0,,,,,,,,
1772,"[-6.06828086 -6.52242079  5.46796075 ... -9.85887417 -4.41871139
 12.36135975]",9018312,not_blob,not_blob,train,9018312,4,5.0,2,1,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,0,1.0,0,0,20.0,2,0,1,0,1,0,1,3,1,2,2,0,0,0,19,2,0,,,,,,,,
1773,"[-35.52067126 -13.05137479  49.06958016 ... -67.37714081 -11.06532872
  69.83156481]",9024840,not_blob,not_blob,test,9024840,15,24.0,2,22,58.0,0.24166666,0.25,17,0,16,1,0,0,16,0,0,0,6,1,0,2,4,0.0,2,1,107.0,12,1,5,0,0,3,4,20,0,14,2,1,0,0,66,1,1,,,,,,,,
1774,"[-3.08739932 -2.67540995  3.50359282 ... -8.38493451 -4.25410977
  8.19526535]",9025601,not_blob,not_blob,train,9025601,1,3.0,2,0,3.0,0.0,0.0,3,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0.0,0,0,17.0,1,0,0,0,4,0,9,7,9,6,0,0,0,0,14,8,0,,,,,,,,
1775,"[ -9.55173658  -4.08707846  14.77608994 ... -20.11993098  -3.42023636
  17.35705897]",9025710,not_blob,not_blob,train,9025710,9,10.0,1,23,0.0,1.0,1.0,5,0,3,2,0,0,3,0,0,0,5,4,2,3,0,0.0,4,5,50.0,3,1,0,2,0,11,0,10,1,9,2,0,0,0,57,1,3,,,,,,,,
1776,"[-3.4165874   3.0161126  10.82182875 ... -8.15848659  1.72159372
  5.85547575]",9033273,not_blob,not_blob,train,9033273,7,6.0,2,7,6.0,0.0,0.0,4,1,2,0,0,2,4,0,0,0,0,0,0,0,0,0.0,0,0,21.0,2,1,0,0,0,1,4,4,0,4,1,0,0,0,25,1,0,,,,,,,,
1777,"[ -4.1511847   17.45076666  72.20873748 ... -70.01791552  -1.67599175
  33.58236704]",9034294,not_blob,not_blob,train,9034294,12,93.0,1,39,274.0,0.0043290043,0.0043290043,24,23,22,2,0,0,22,0,0,1,4,4,0,4,0,0.0,4,22,286.0,66,2,33,2,3,4,57,46,8,36,3,0,0,0,302,17,0,,,,,,,,
1778,"[-2.40003026 -1.7104154   2.2464999  ... -2.44729799 -1.68996811
  3.20230442]",9038553,not_blob,not_blob,train,9038553,1,3.0,1,0,3.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0.0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,,,,,,,,
1779,"[-0.31428222  0.74404889  4.66858435 ... -3.47255716 -0.50576982
 -0.02088054]",9040540,not_blob,not_blob,train,9040540,6,3.0,2,2,1.0,0.33333334,0.33333334,3,1,3,0,0,0,3,0,0,0,2,2,2,0,0,0.0,0,0,14.0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,19,1,0,,,,,,,,
1780,"[ -4.69801238   4.3869964   24.01550508 ... -22.7736861    6.03728852
  -5.04536251]",9045643,not_blob,not_blob,train,9045643,3,26.0,1,5,0.0,0.52380955,0.71428573,8,0,7,1,0,0,7,0,0,0,4,0,3,0,0,1.0,0,0,73.0,8,5,12,0,6,2,9,34,6,24,2,0,0,0,30,17,0,,,,,,,,
1781,"[-24.39615608   9.06178684  25.35342849 ... -29.66854054 -14.9668986
   2.5864413 ]",9049945,not_blob,not_blob,test,9049945,5,40.0,1,21,63.0,0.2,0.2,15,0,15,0,0,0,15,0,0,0,10,7,0,10,0,0.0,9,1,173.0,17,4,7,1,3,0,26,60,32,39,3,0,0,0,69,1,0,,,,,,,,
1782,"[-128.65979178  -23.70786006  -15.97408895 ... -134.20984398   94.44765099
  -58.4744135 ]",9055406,not_blob,not_blob,train,9055406,3,18.0,2,4,136.0,0.0,0.0,17,2,17,0,0,0,18,0,0,0,0,0,0,0,0,0.0,0,1,83.0,2,0,0,0,0,234,0,14,42,14,0,0,0,0,87,1,0,,,,,,,,
1783,[-2.0669668 -0.5888355  0.6381832 ... -3.291946   1.6539168 -1.3763415],9063283,not_blob,not_blob,train,9063283,1,3.0,1,1,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,6.0,0,2,0,0,0,0,4,2,0,2,2,0,0,0,4,1,0,,,,,,,,
1784,"[-14.39083272 -18.75601351   9.59586485 ... -14.01097155 -12.7847774
  20.81078142]",9071507,not_blob,not_blob,train,9071507,1,19.0,1,0,171.0,0.0,0.0,19,0,17,0,0,2,19,0,0,0,0,0,0,0,0,0.0,0,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,1,0,,,,,,,,
1785,"[-3.38100256  1.98458821  6.24782319 ... -4.01815602 -0.77117881
 -0.16990627]",9073602,not_blob,not_blob,train,9073602,2,5.0,1,0,10.0,0.0,0.0,5,0,5,0,0,0,5,1,0,0,0,0,0,0,0,0.0,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1025,0,,,,,,,,
1786,"[ 4.18594593  1.36972721  2.79697679 ... -1.17677426  1.07864703
 -4.18739982]",9079412,not_blob,not_blob,train,9079412,3,8.0,2,1,0.0,0.5,0.5,4,0,1,0,0,3,4,0,0,0,1,0,0,0,0,1.0,0,0,19.0,3,0,4,0,0,0,1,3,0,2,0,0,0,0,13,8,0,,,,,,,,
1787,"[ -35.75420511   81.59076775  282.73977051 ... -234.66719441   65.48848707
 -104.89331368]",9082528,not_blob,not_blob,test,9082528,18,185.0,2,47,1824.0,0.048122685,0.37969327,64,0,44,2,18,0,62,0,0,0,37,1,0,25,12,0.0,0,0,622.0,42,5,48,7,7,41,28,148,7,84,7,0,0,0,231,1,0,,,,,,,,
1788,"[ -5.82852774  -2.305896     1.94271026 ... -11.79389555  -7.82664672
  10.50925377]",9087398,not_blob,not_blob,train,9087398,5,6.0,2,4,2.0,0.33333334,0.5,4,0,2,0,2,0,4,0,0,0,3,0,0,2,1,0.0,1,0,30.0,2,0,0,0,1,0,2,5,1,4,2,0,0,0,26,1034,0,,,,,,,,
1789,"[-12.86103117   2.79036652  -5.37499586 ... -16.13194712 -22.55897493
  17.77642448]",9092553,not_blob,not_blob,train,9092553,9,9.0,2,10,13.0,0.0,0.0,6,0,0,1,0,5,5,0,0,0,3,1,0,3,0,0.0,3,1,114.0,4,0,1,0,0,1,7,16,2,6,2,0,1,0,60,26,0,,,,,,,,
1790,"[-2.62237987 -1.84337682  3.57478209 ... -6.22473769 -1.53219911
  6.74836123]",9093197,not_blob,not_blob,train,9093197,3,3.0,2,3,1.0,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,1,0,0,1,0,0.0,1,0,14.0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,20,8,0,,,,,,,,
1791,"[-2.48150149 -3.29749732  1.73392615 ... -5.47183907 -1.57484719
  3.89406733]",9094711,not_blob,not_blob,train,9094711,3,4.0,1,4,0.0,0.2613972291937913,0.32355633344881946,2,2,1,1,0,0,1,0,0,0,1,1,0,1,0,0.0,0,1,16.0,2,0,1,0,0,0,0,2,1,2,1,0,0,0,13,1,0,,,,,,,,
1792,"[-1.46009599 -1.67266018  6.20271979 ... -8.17967759  0.44150862
  6.93212737]",9095202,not_blob,not_blob,train,9095202,8,5.0,2,11,3.0,0.0,0.0,3,2,2,1,0,0,3,0,0,0,0,0,0,0,0,0.0,0,3,24.0,3,1,0,0,2,0,6,8,2,6,1,0,0,0,17,1025,0,,,,,,,,
1793,"[-4.80034733 -6.59735927  3.98038344 ... -6.68818945 -2.56829679
 10.51459819]",9095246,not_blob,not_blob,train,9095246,2,4.0,1,2,0.0,0.8333333,1.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0.0,2,0,17.0,3,0,0,0,0,3,0,2,1,2,0,0,0,0,10,17,0,,,,,,,,
1794,"[-16.69652981  -8.96470656  12.67853609 ... -29.68731381  -6.02366896
  26.19826358]",9095266,not_blob,not_blob,train,9095266,17,15.0,2,20,0.0,1.0,1.0,8,1,7,1,0,0,7,0,0,0,4,0,0,4,0,0.0,1,0,48.0,7,0,1,0,4,0,0,8,0,6,3,0,0,0,40,17,0,,,,,,,,
1795,"[-1.81278203  0.43200612  1.53687826 ... -3.26661099 -0.87991263
  3.7506495 ]",9096801,not_blob,not_blob,test,9096801,5,3.0,2,3,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0.0,0,0,10.0,1,0,1,0,0,0,0,3,0,2,1,0,0,0,19,28,0,,,,,,,,
1796,"[-50.19361578  -5.25448349  -3.95483981 ... -86.90489506 -77.9381028
  64.68707813]",9096815,not_blob,not_blob,train,9096815,16,55.0,3,30,0.0,0.0,0.0,10,2,2,8,0,0,2,0,0,0,17,1,0,17,0,0.0,13,4,282.0,22,8,13,0,0,0,29,70,7,57,5,0,1,0,108,16,0,,,,,,,,
1797,"[-47.47554473 -26.74179081  35.99299033 ... -70.15247122 -19.80697472
  72.15765653]",9097418,not_blob,not_blob,train,9097418,10,6.0,4,3,6.0,0.0,0.0,4,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,78.0,4,0,0,0,0,7,0,1,0,1,0,0,4,0,21,1,0,,,,,,,,
1798,"[-102.71560373  -27.46178134   -4.76776028 ... -126.50882312  -62.18503607
   43.91999441]",9102455,not_blob,not_blob,test,9102455,3,0.0,4,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,134.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,,,,,,,,
1799,"[-0.04830635 -0.5065738   1.3506745  ... -1.340723   -1.1465878
  1.0442289 ]",9102911,not_blob,not_blob,train,9102911,10,7.0,2,8,1.0,0.0,0.0,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0.0,0,0,25.0,4,1,2,0,0,4,3,3,0,3,4,0,0,0,23,1025,0,,,,,,,,
1800,"[ 0.48460057  0.06117412  0.07681718 ... -0.15198596  0.06847788
 -0.13210583]",9104309,not_blob,not_blob,train,9104309,7,6.0,1,0,15.0,0.0,0.0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0.0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,,,,,,,,
1801,"[-3.68471748 -3.77009352  7.72036198 ... -5.48181427  1.65869583
  4.62905391]",9111577,not_blob,not_blob,train,9111577,3,5.0,2,3,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,1,0.0,0,0,13.0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,18,1,0,,,,,,,,
1802,"[-1.4647198  -2.95719839  6.09654009 ... -3.78520335 -1.79447995
  4.9975865 ]",9116510,not_blob,not_blob,train,9116510,2,3.0,2,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0.0,0,0,13.0,2,0,0,0,0,0,0,1,2,1,0,0,0,0,11,1,0,,,,,,,,
1803,"[ 0.09588817  0.32876792  4.66660124 ... -1.59471606 -0.23983967
  0.02435975]",9117535,not_blob,not_blob,test,9117535,2,4.0,1,0,6.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0.0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,,,,,,,,
1804,"[ 1.33191959 -0.42642804  3.56887558 ...  0.53187609 -0.96022376
 -3.63670558]",9117540,not_blob,not_blob,test,9117540,8,6.0,1,1,15.0,0.0,0.0,6,0,0,0,0,6,6,0,0,0,1,0,0,0,0,1.0,0,0,9.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,38,1,0,,,,,,,,
1805,"[-16.23408473  -2.0085828   72.36447291 ... -28.44596287  10.12169448
  -2.36060881]",9120944,not_blob,not_blob,test,9120944,6,21.0,2,24,47.0,0.24175824,0.30769232,14,1,11,0,3,0,14,0,1,0,2,1,0,0,2,0.0,1,0,79.0,13,0,2,0,0,1,0,9,0,7,1,0,0,0,76,1,0,,,,,,,,
1806,"[-21.15495993  -4.34088274  49.42354307 ... -26.62720867   7.36857989
   4.67455021]",9125948,not_blob,not_blob,train,9125948,14,19.0,1,19,66.0,0.07692308,0.07692308,13,2,12,0,1,0,13,0,0,0,1,1,0,1,0,0.0,0,1,56.0,12,3,1,0,0,0,4,7,0,6,2,0,0,0,57,1,0,,,,,,,,
1807,"[-5.6773091  -5.01542035  9.04832096 ... -8.19120581 -4.94072314
  9.64670628]",9135351,not_blob,not_blob,train,9135351,5,7.0,2,1,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,14.0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,65,1,0,,,,,,,,
1808,"[-4.59434558  5.19553249 34.93227686 ... -5.40743096  6.39251578
  0.06739556]",9136234,not_blob,not_blob,train,9136234,1,9.0,1,2,28.0,0.11111111,0.11111111,9,0,9,0,0,0,9,0,0,0,4,0,0,4,0,0.0,0,0,34.0,4,0,0,0,0,4,0,8,0,4,0,0,0,0,21,1,0,,,,,,,,
1809,"[-6.62900424 -4.92936289 20.95803833 ... -8.95314915  0.88064139
  4.94505425]",9136671,not_blob,not_blob,train,9136671,5,5.0,1,6,10.0,0.0,0.0,5,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0.0,0,0,17.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,,,,,,,,
