,embedding,name,label_x,parts,sample_id,constructor,line,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
1910,"[ -6.4483256   3.9527256  -5.055777  ... -18.611122   -5.1273994
  -3.7719402]",8919445,not_lm,train,8919445,0.0,84931.0,5.0,7.0,9.0,37.0,0.0,1.0,2.0,9.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,10.0,1.0,0.0,0.0
1911,[-3.9668944  2.7620683 -3.5352278 ...  1.4148084 -1.8723518 -7.6941104],8928769,not_lm,train,8928769,0.0,513.0,1.0,1.0,16.0,17.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,38.0,1.0,0.0,0.0
1912,"[ 0.90318054 -0.33128162  2.58540314 ... -5.27166303 -0.76475796
  4.9149825 ]",8931105,not_lm,train,8931105,0.0,244975.0,3.0,2.0,1.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0
1913,"[ 0.19891402 -2.73215303  2.75378013 ... -7.24385771 -0.76147649
  6.68480699]",8934244,not_lm,train,8934244,0.0,132160.0,2.0,4.0,2.0,12.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,1.0,0.0,1.0
1914,[-1.4294885  0.3930729  3.9129436 ... -2.741778   2.3196335  1.2842727],8934890,not_lm,train,8934890,0.0,348.0,4.0,1.0,1.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0
1915,[-1.9940588 -2.4516275  1.2843559 ... -2.5146623 -1.2146655  2.7240238],8935070,not_lm,test,8935070,1.0,47.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
1916,[-1.3606786  0.6901757  2.6240144 ... -6.3352976 -2.697135   2.037274 ],8935536,not_lm,train,8935536,0.0,1058.0,2.0,2.0,1.0,11.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,1.0
1917,"[-1.14306482 -0.58817466  0.46010549 ... -6.56194651 -0.74838285
  2.28293437]",8937277,not_lm,test,8937277,0.0,165.0,2.0,3.0,2.0,12.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0
1918,"[ 0.02201456 -0.85217965  2.0178094  ... -1.6759155  -1.1158485
  1.4973135 ]",8937384,not_lm,train,8937384,0.0,104.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
1919,"[-2.2077498  -1.0500188   0.28697276 ... -3.3817568  -1.3773999
  1.9368733 ]",8939140,not_lm,train,8939140,0.0,173127.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0
1920,"[ 7.2986393  -0.79250264  2.7537208  ... -3.0824952  -0.9038876
 -2.6373987 ]",8948928,not_lm,train,8948928,0.0,81.0,1.0,7.0,0.0,18.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,33.0,9.0,0.0,1.0
1921,"[-2.4397810e+00 -1.8793344e-04  1.6535801e-01 ... -3.1390595e+00
 -2.1909366e+00  1.4871756e+00]",8949635,not_lm,train,8949635,0.0,628.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0
1922,"[-3.7633872  -0.40669507  0.9160241  ... -6.4576516   0.16258788
  1.0779358 ]",8951087,not_lm,train,8951087,0.0,54.0,0.0,3.0,0.0,11.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0
1923,"[-0.85939586 -0.58431166  0.9735271  ... -1.1050268  -0.5334952
 -0.3206004 ]",8952306,not_lm,train,8952306,0.0,98154.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
1924,"[ 0.12125105 -0.4027301   0.12995332 ... -1.8087944  -0.36014983
  0.12268543]",8953444,not_lm,train,8953444,0.0,82585.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
1925,[-1.1814858  0.5672114  0.1359204 ... -3.4811854 -1.3322802 -3.163269 ],8953503,not_lm,train,8953503,0.0,717.0,6.0,1.0,3.0,3.0,1.0,0.0,9.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0
1926,"[ 0.41631579 -1.82292057 -0.87438706 ... -3.22616305 -0.48174315
  0.24035922]",8953833,not_lm,train,8953833,0.0,236.0,0.0,2.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,5.0,17.0,0.0,0.0
1927,"[-2.96872997 -2.68644089  1.35243311 ... -3.1283675  -0.2271767
 -2.76859664]",8954733,not_lm,train,8954733,0.0,76.0,6.0,1.0,6.0,7.0,1.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,21.0,8.0,0.0,0.0
1928,"[ 0.4567846  -0.36725548  1.1594226  ... -2.4059095  -0.98660433
 -0.947767  ]",8956366,not_lm,train,8956366,0.0,553.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0
1929,"[-5.132809   -1.6700847   2.4996133  ... -7.623917   -0.32183382
 -0.61862385]",8959710,not_lm,train,8959710,0.0,40.0,3.0,2.0,4.0,10.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,25.0,1.0,0.0,0.0
1930,"[-1.6333493  -1.0370113   0.39312422 ... -3.3970504  -1.088397
  0.44031703]",8960720,not_lm,train,8960720,0.0,77510.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0
1931,"[ -8.529622   -6.271282    9.586113  ... -12.711248   -1.2702892
   9.288741 ]",8961619,not_lm,train,8961619,0.0,36.0,2.0,2.0,9.0,15.0,1.0,4.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,26.0,1.0,2.0,0.0
1932,[-1.9307137 -1.0835353  0.0870527 ... -3.7408233 -1.2689626  2.739355 ],8962694,not_lm,train,8962694,0.0,13573.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0
1933,"[-0.44026724  0.447832    4.589012   ... -4.4305806   0.8812015
  0.8527038 ]",8963199,not_lm,train,8963199,0.0,411.0,1.0,2.0,1.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0
1934,[-2.6037312 -1.2230611  1.5480134 ... -6.099044   2.134849   2.0476284],8963823,not_lm,train,8963823,0.0,92.0,3.0,1.0,4.0,3.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0
1935,"[-6.7931678  -1.15521073  1.89933591 ... -6.82707912 -0.22041073
  6.25002878]",8965576,not_lm,train,8965576,0.0,41.0,2.0,4.0,6.0,14.0,1.0,0.0,1.0,6.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,1.0,0.0,1.0
1936,"[ -4.4897908   -1.43267464   3.72443843 ... -11.46115668  -0.78989361
   5.1293471 ]",8966555,not_lm,test,8966555,0.0,181787.0,3.0,5.0,4.0,20.0,0.0,0.0,2.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0
1937,"[-1.6877062  -0.95383465  3.94917661 ... -3.36770299  0.68314987
  5.17832948]",8967424,not_lm,train,8967424,0.0,42.0,1.0,2.0,2.0,8.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0
1938,"[-2.1179943  -2.22745     5.257423   ... -6.7770634   0.77204025
  2.4376943 ]",8967998,not_lm,train,8967998,0.0,78.0,2.0,2.0,1.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,2.0,0.0,1.0
1939,"[-0.84117165 -2.58778951  1.08372568 ... -4.6099475  -0.11232266
  3.87323925]",8968711,not_lm,train,8968711,0.0,189785.0,0.0,2.0,2.0,7.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0
1940,[-8.020759  -5.1365986  1.0395269 ... -0.8117178 -3.296711  -1.0903181],8969767,not_lm,test,8969767,0.0,716.0,10.0,2.0,17.0,32.0,0.0,10.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,18.0,10.0,0.0,1.0,0.0,0.0,45.0,1.0,0.0,0.0
1941,"[-1.8309844  -2.9398825   0.14727911 ... -1.6123474  -0.7779528
  2.6140985 ]",8970572,not_lm,train,8970572,0.0,55.0,1.0,1.0,2.0,8.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,38.0,65536.0,0.0,1.0
1942,"[-9.24901495 -0.44295453 -0.50085557 ...  0.35594324  1.44654327
 -7.87655804]",8971411,not_lm,train,8971411,0.0,3119.0,11.0,1.0,15.0,25.0,0.0,9.0,0.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,9.0,0.0,0.0,0.0,0.0,42.0,1.0,0.0,0.0
1943,"[-3.00715793 -0.54288466 -0.42678635 ... -5.27934779 -1.38411732
  3.01823521]",8971449,not_lm,train,8971449,0.0,221.0,4.0,3.0,3.0,10.0,0.0,3.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,8.0,5.0,4.0,2.0,0.0,0.0,23.0,0.0,0.0,1.0
1944,[-6.1397166 -4.735807  11.259879  ... -9.053975   3.0666647 -2.7966065],8971685,not_lm,train,8971685,0.0,309.0,7.0,4.0,14.0,21.0,2.0,6.0,2.0,14.0,1.0,1.0,0.0,2.0,0.0,2.0,6.0,0.0,7.0,2.0,3.0,0.0,0.0,30.0,1.0,0.0,0.0
1945,"[-3.6857471  -0.74659777  2.8118005  ... -5.5293646  -0.9875982
  3.9490743 ]",8972057,not_lm,train,8972057,0.0,239.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0
1946,"[-2.0591652  -1.7880974   2.8567052  ... -2.9540372   0.56286895
  3.6304588 ]",8972337,not_lm,train,8972337,0.0,36.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
1947,"[-2.1295228  -0.5860422   2.8303375  ... -4.105443    0.10054672
  4.824543  ]",8972982,not_lm,test,8972982,0.0,235.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
1948,"[-1.7310216   0.6006777   0.18579423 ... -2.492418   -1.8223962
  2.4707599 ]",8976668,not_lm,train,8976668,0.0,100.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0
1949,"[-0.8526174   1.3083231   2.4561763  ... -3.891746    0.07064211
  1.3212657 ]",8978631,not_lm,train,8978631,0.0,94.0,2.0,2.0,2.0,6.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,23.0,4.0,0.0,1.0
1950,"[ 0.05428624 -0.5627052   1.7314827  ... -2.827619   -0.43531668
  1.4139416 ]",8979235,not_lm,train,8979235,1.0,78.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,1.0
1951,"[-2.4812672  -2.190917    3.742095   ... -4.6161757  -0.60771084
  3.7658734 ]",8984803,not_lm,test,8984803,0.0,157.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,1.0
1952,[-4.7219214 -4.749202   2.637011  ... -4.0040956 -0.5344449  6.9775815],8985872,not_lm,train,8985872,0.0,63.0,2.0,6.0,3.0,11.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,1.0,2.0,3.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0
1953,"[-5.50866269 -2.57325328  6.94149479 ... -2.88055415 -1.79428181
  2.88273142]",8991538,not_lm,train,8991538,0.0,158.0,1.0,3.0,5.0,14.0,0.0,3.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,3.0,3.0,0.0,0.0,30.0,2.0,0.0,1.0
1954,"[-0.8402363  -1.1359279   2.2158914  ... -1.5320879  -0.27880627
  0.75547135]",8996125,not_lm,test,8996125,0.0,125.0,4.0,1.0,6.0,6.0,0.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0
1955,[-7.9552436 -3.9896636  9.095396  ... -8.838701   4.4866514 -3.082274 ],8997948,not_lm,train,8997948,0.0,73.0,3.0,4.0,8.0,18.0,0.0,5.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,6.0,6.0,1.0,2.0,0.0,0.0,19.0,1.0,0.0,0.0
1956,"[-2.1956215  -0.53065425  1.0287576  ... -4.166807   -0.3894798
  3.099918  ]",8999846,not_lm,train,8999846,0.0,76.0,1.0,2.0,3.0,6.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0
1957,"[ -1.8695179  -5.054605    3.0286882 ... -12.244765   -0.7158113
   7.90414  ]",9004407,not_lm,train,9004407,0.0,124.0,2.0,4.0,4.0,22.0,2.0,4.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,6.0,1.0,3.0,0.0,0.0,19.0,1.0,0.0,0.0
1958,[ 1.1607959 -2.3944516  2.0712452 ... -3.8750668 -1.1473737 -2.2534366],9005432,not_lm,train,9005432,1.0,49.0,2.0,1.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0
1959,"[-0.80611336 -0.1935777   1.8754168  ... -1.6077254   0.23827991
 -0.68005157]",9005699,not_lm,train,9005699,1.0,231.0,2.0,1.0,2.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
1960,"[ -5.89732903  -4.98301567   5.75764073 ... -13.19051352  -0.08245565
   8.88414608]",9007287,not_lm,train,9007287,0.0,57.0,0.0,4.0,5.0,14.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,0.0
1961,"[-5.3146482e-04 -4.5670953e-01  7.1722400e-01 ... -1.2677567e+00
 -1.7999491e-01  1.1969070e+00]",9007330,not_lm,train,9007330,0.0,43.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
1962,"[-5.41321036 -2.05329856  1.67435974 ... -8.74041046 -4.95008615
 -0.96310671]",9009111,not_lm,train,9009111,0.0,91.0,9.0,2.0,12.0,19.0,1.0,5.0,3.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,23.0,1.0,0.0,0.0
1963,"[-1.86781765 -2.18073775  9.25888083 ...  1.28867654  2.41591658
 -8.08353016]",9009658,not_lm,train,9009658,1.0,74.0,5.0,1.0,13.0,12.0,0.0,1.0,3.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0
1964,"[-2.533197   -1.7233574   2.5202394  ... -4.364561   -0.39166752
  5.491693  ]",9012151,not_lm,train,9012151,0.0,71.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1965,"[-1.6248707e+00  8.5112906e-01  2.2365851e+00 ... -3.4238615e+00
  5.4937601e-04  3.0237594e+00]",9012946,not_lm,test,9012946,0.0,232.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
1966,"[ 0.7430093  -0.9857047   3.2389235  ... -0.9800212   0.11110055
  1.0639033 ]",9013810,not_lm,train,9013810,0.0,240.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,1.0
1967,"[-1.5672023   0.6540319   0.09483165 ... -2.505344   -0.2084901
  2.092032  ]",9014548,not_lm,test,9014548,0.0,991.0,1.0,1.0,2.0,5.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0
1968,"[-11.82906973  -3.07644039   5.5419652  ... -17.41836961  -6.30060655
   8.52771771]",9018110,not_lm,train,9018110,0.0,927.0,1.0,7.0,8.0,29.0,0.0,2.0,4.0,8.0,0.0,0.0,0.0,3.0,2.0,0.0,6.0,1.0,4.0,4.0,2.0,0.0,0.0,24.0,2.0,1.0,0.0
1969,"[-6.26164116 -1.31352928  2.91548006 ... -7.8198287  -3.58545452
  4.71953911]",9022124,not_lm,test,9022124,0.0,180.0,1.0,7.0,9.0,15.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,25.0,1.0,3.0,0.0
1970,"[-5.8259343  -0.59391773  0.5572533  ... -6.1115901  -1.6147389
  2.43696177]",9022587,not_lm,train,9022587,0.0,373.0,3.0,5.0,5.0,16.0,0.0,3.0,4.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,23.0,0.0,0.0,1.0
1971,"[-6.35578042  1.28990754 -3.43218346 ... -4.6973161  -5.10572837
  2.02193967]",9024733,not_lm,train,9024733,0.0,687.0,4.0,9.0,9.0,20.0,1.0,1.0,1.0,9.0,3.0,3.0,0.0,5.0,0.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,32.0,4.0,0.0,0.0
1972,"[-2.0793288   1.5216591   1.9588428  ... -2.696469    1.9563633
 -0.25317597]",9037421,not_lm,train,9037421,0.0,1606.0,1.0,2.0,1.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0
1973,"[ -6.76780637   0.88444793  -4.84074502 ... -12.8896949    7.80152192
 -15.22041133]",9037804,not_lm,train,9037804,0.0,40.0,2.0,1.0,8.0,17.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,5.0,12.0,8.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0
1974,[-1.7624475  2.9889185  2.6643338 ... -4.8166366  2.015732  -4.6251483],9037905,not_lm,train,9037905,0.0,1073.0,4.0,4.0,9.0,17.0,1.0,3.0,1.0,9.0,3.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,35.0,1.0,0.0,0.0
1975,"[-5.37643312 -0.79387295  2.09198594 ... -6.35688514  2.81480516
 -6.32084477]",9044882,not_lm,train,9044882,0.0,1152.0,4.0,1.0,10.0,12.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,7.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0,1.0
1976,"[-2.4539059  -2.19125131  4.23550394 ... -2.27396148 -1.32661591
  2.11310503]",9044996,not_lm,test,9044996,0.0,146.0,0.0,2.0,3.0,9.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
1977,[-1.7845371 -1.0312847  1.7246621 ... -3.549051  -1.3646184  2.8022046],9045352,not_lm,test,9045352,0.0,10.0,1.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0
1978,"[-31.89396405  -2.59655677  -2.9270919  ... -24.91495582  22.60876565
 -16.12624507]",9049276,not_lm,train,9049276,0.0,8479.0,0.0,1.0,2.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,2.0,2.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0
1979,"[ 0.16180289  0.52908957  0.2974667  ... -1.0505034   2.0707312
 -5.645205  ]",9050114,not_lm,test,9050114,0.0,1093.0,3.0,1.0,2.0,7.0,0.0,2.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0
1980,"[-1.00887706  3.09737512 -1.73316043 ... -3.84020074 -1.7293699
 -4.26420353]",9058891,not_lm,test,9058891,0.0,424.0,5.0,3.0,11.0,15.0,2.0,6.0,1.0,11.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,22.0,4.0,0.0,0.0
1981,"[-16.165628   -9.675085   -1.743917  ... -11.6598425   9.417757
  -6.196425 ]",9060510,not_lm,train,9060510,0.0,203.0,0.0,1.0,2.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,3.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0
1982,"[-0.39026845  1.3696172  -1.6687944  ... -2.1536217   0.62503934
 -2.789598  ]",9060917,not_lm,train,9060917,0.0,271.0,2.0,2.0,5.0,11.0,1.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,32.0,2.0,0.0,0.0
1983,"[ 0.31540427  1.33466306  4.92934716 ... -3.24700424  2.00540008
  0.61641496]",9064356,not_lm,train,9064356,0.0,187.0,1.0,3.0,1.0,6.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,25.0,0.0,0.0
1984,"[-1.66282682 -0.04528913  0.97750279 ... -3.52121828  1.223876
 -4.28919332]",9066219,not_lm,train,9066219,0.0,7032.0,2.0,1.0,6.0,6.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0
1985,"[-0.19023281  0.56217943  1.70373233 ... -0.85882282  0.39837694
 -1.34540269]",9079227,not_lm,train,9079227,0.0,763.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
1986,"[-1.3935272  -1.6204591   2.2360277  ... -4.3594923   0.17754507
  3.7326078 ]",9085089,not_lm,train,9085089,0.0,250.0,0.0,2.0,1.0,6.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0
1987,"[ 0.46092218 -1.6392107   1.9666762  ... -1.9973764   0.9249395
 -3.6283345 ]",9087427,not_lm,train,9087427,1.0,95.0,0.0,3.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
1988,[-2.193538   1.2041836 -0.8722528 ... -4.354848  -0.870105  -2.5348592],9093112,not_lm,train,9093112,0.0,699.0,9.0,1.0,1.0,3.0,1.0,0.0,7.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,0.0,1.0
